2026-05-17 21:01:07 [INFO] Logging initialized: E:\TorBox_Manager\TorBox_Manager_Log.txt
2026-05-17 21:01:07 [INFO] TorBox Manager EchoStorm Edition v0.4.0 starting
2026-05-17 21:39:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:39:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:39:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:39:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:39:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:39:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:39:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:40:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:40:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:40:13 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:40:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:40:13 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:40:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:40:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:40:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:40:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:40:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:40:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:40:49 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:41:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:41:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:41:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:41:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:41:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:41:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:41:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:41:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:41:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:41:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:41:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:41:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:42:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:42:19 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:42:19 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:42:20 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:42:20 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:42:20 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:42:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:42:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:42:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:42:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:42:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:42:46 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:43:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:43:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:43:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:43:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:43:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:43:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:43:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:44:04 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:44:04 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:44:05 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:44:05 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:44:05 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:44:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:44:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:44:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:44:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:44:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:44:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:44:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:44:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:44:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:44:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:44:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:44:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:45:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:45:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:45:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:45:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:45:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:45:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:45:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:45:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:45:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:45:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:45:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:45:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:46:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:46:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:46:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:46:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:46:15 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:46:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:46:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:46:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:46:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:46:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:46:45 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:46:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:47:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:47:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:47:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:47:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:47:15 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:47:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:47:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:47:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:47:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:47:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:47:45 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:47:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:48:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:48:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:48:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:48:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:48:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:48:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:48:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:48:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:48:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:48:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:48:45 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:48:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:49:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:49:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:49:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:49:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:49:13 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:49:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:49:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:49:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:49:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:49:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:49:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:49:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:50:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:50:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:50:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:50:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:50:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:50:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:50:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:50:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:50:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:50:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:50:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:50:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:51:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:51:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:51:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:51:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:51:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:51:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:51:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:51:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:51:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:51:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:51:43 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:51:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:52:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:52:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:52:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:52:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:52:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:52:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:52:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:52:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:52:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:52:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:52:45 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:52:48 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:53:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:53:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:53:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:53:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:53:15 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:53:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:53:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:53:39 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:53:39 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:53:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:53:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:53:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:54:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:54:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:54:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:54:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:54:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:54:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:54:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:54:39 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:54:39 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:54:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:54:40 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:54:40 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:55:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:55:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:55:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:55:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:55:09 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:55:09 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:55:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:55:41 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:55:41 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:55:42 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:55:42 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:55:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:56:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:56:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:56:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:56:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:56:12 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:56:12 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:56:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:56:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:56:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:56:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:56:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:56:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:57:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:57:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:57:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:57:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:57:13 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:57:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:57:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:57:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:57:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:57:44 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:57:44 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:57:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:58:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:58:10 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:58:10 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:58:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:58:11 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:58:11 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:58:38 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:58:43 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:58:43 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:58:45 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:58:45 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:58:50 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:59:08 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:59:13 [DEBUG] https://api.torbox.app:443 "GET /v1/api/torrents/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:59:13 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:59:14 [DEBUG] https://api.torbox.app:443 "GET /v1/api/webdl/mylist?bypass_cache=true HTTP/1.1" 200 None
2026-05-17 21:59:14 [DEBUG] Starting new HTTPS connection (1): api.torbox.app:443
2026-05-17 21:59:15 [DEBUG] https://api.torbox.app:443 "GET /v1/api/usenet/mylist?bypass_cache=true HTTP/1.1" 200 None
